mof_id,density,vpa,packing fraction
LEWZET,1.3041356900613408,18.754227381881137,0.09543212729208397
LAZJIH,1.062878778488551,23.47376243938681,0.06500200536060201
IFEHUY,1.0277586950381243,30.168979891536978,0.08583083237185951
RUBTAK03_auto,1.2169821067550508,19.917243023128847,0.08515100086729759
FUVDEH04,1.8356330716992144,8.800534455620815,0.1234309149443128
IYEHAX,0.7419763836036931,26.98127245005413,0.049661008186490635
QEFNAQ,1.2682704550918569,15.81782184113951,0.0861104578880041
TEMPEI,0.5978037672523683,25.63086886503272,0.0408500790115552
WAHKUO,0.535264285843303,30.581326390322097,0.03690338975366537
cm503311x_alf175K,0.9219886324588187,26.509150601122663,0.06417725891166248
ANUGOG,0.572649562871987,33.76521384494784,0.039296051264117955
science.1056698_manual,0.712381982022058,24.991896201736225,0.04903552966571065
FUNLAD,1.0493755240638458,14.803786689644093,0.07175662134434996
BOWNUY,0.7933067641872906,30.742714916469616,0.054073445275910646
QOVSOL,1.1493780375209486,15.553548921449723,0.0758786497011528
FUVDEH05,1.7685178876389607,9.134514390992651,0.11891798221122325
KIPZEQ,1.3434468793746919,13.557489001627063,0.09472527316774786
FEWGUL,1.6481905266515142,12.733347207914875,0.126067219291946
FAGQAI,0.47495069356540526,37.97273670275609,0.032874381622513896
YINXIE,1.3593258108405017,13.605478119192583,0.08735191004985784
QAWPIO,1.5339150996282238,17.226251646541137,0.13005259351042064
TONWUO,1.33371124305378,9.346057656048522,0.08232615601848939
NEJSOM,1.098941112083906,16.60948804703466,0.07428050810401692
XEXMEU,1.1716221424694044,16.758996316043778,0.07600777434017189
EGEJIK_manual,0.6514899156600774,30.655649842501823,0.045157897563493844
XAZGAG_charged,2.1359229229201957,9.940321496553187,0.15576969829073697
FUVDEH06,1.6510574789518646,10.484402665605566,0.11051884664829424
cm503311x_alf400K,0.9256407870125308,26.404557635426546,0.06443147600298814
OSUWEF,1.785067069048834,10.978924753817743,0.17869603096957826
YILJAG,0.7786407363888078,23.903038651587583,0.05559697858314003
PUGGOP,0.9724751990398104,20.44565695498306,0.06806608050963169
DICKEH,0.5149351504156121,40.48081075296169,0.03536852838409519
XAFXOT,2.260275094036975,9.553467110875971,0.1716650357456515
CAVNOE,1.562526563418353,16.556489102581892,0.10457167313866823
WIRMOB,0.921635899001059,16.50352441185511,0.06311848025445217
FUVFUZ,1.6657388485422453,10.391995989371273,0.11150159137707027
LUDKOM,1.2267308269361763,15.60441312998397,0.07902737503384019
ZIHFUR,1.3332994532733795,13.123378172022015,0.09802573288188006
XITYOP,0.8023294652626543,24.12746457334848,0.055161640102542535
UCOCUM_neutral,0.869894052664764,29.606080840096404,0.05891861175116621
NETYIV,0.7980041882006056,22.025824971374416,0.05880162482218472
EGIFUV,1.0265734885577187,19.451168124750218,0.07643153909845617
BAXFUD,1.2409600849334181,14.97123370411483,0.0778756254133885
ADOCEC,1.534722693236995,17.21718694006736,0.13012106512488525
IPIFAP,1.2779342049648292,16.697954012424344,0.10128197521236322
cm503311x_aloh225K,0.9005030485589499,26.746632317695113,0.06462539797371278
ECEZAO01,1.7677893214990612,10.512918157650509,0.12475001564125768
JOCWIJ,0.7856065318667248,28.147115656955133,0.05304633791528361
